"id","first_blood_time","radiant_gold_advantage","radiant_experience_advantage","radiant_win","min_radiant_gold_advantage","max_radiant_gold_advantage","mean_radiant_gold_advantage","std_dev_radiant_gold_advantage","final_radiant_gold_advantage","min_radiant_experience_advantage","max_radiant_experience_advantage","mean_radiant_experience_advantage","std_dev_radiant_experience_advantage","final_radiant_experience_advantage"
7987619400,225,"{0,-465,-229,-772,-1146,-1659,-2081,-1813,-204,882,1787,941,1656,1098,712,-1349,-869,-730,1034,2749,1910,1638,1192,1628,3330,4841,6712,6602,10834,15998,18613}","{0,141,426,-155,92,-655,-666,-554,670,862,1208,957,1877,558,2050,417,1467,1604,3222,5438,4569,4171,3842,4949,7362,9334,10931,10806,18437,20857,27721}",true,-2081,18613,2349.67742,4805.25189,18613,-666,27721,4578.64516,6735.75534,27721
7987619203,135,"{-352,7,-252,326,740,694,372,-197,-45,-328,-1094,-1387,-2175,-2322,-3345,-602,1437,617,320,1303,638,2955,6123,6707,6226,5223,9679,10085,10988,12814}","{-70,-17,-498,-129,177,257,871,477,-296,-865,-1862,-1457,-2149,-2790,-4317,-1524,-269,-164,-506,15,-1125,3244,3367,1789,1390,367,7273,8011,7839,11470}",true,-3345,12814,2171.83333,4191.76191,12814,-4317,11470,950.30000,3429.67699,11470
7987617118,209,"{0,16,-152,-584,1252,-232,-3142,-2554,-6678,-9994,-11424,-12382,-12870,-13242,-20228,-21202,-24714,-21984,-24344,-24594,-32126,-28112,-27924,-26434,-27488,-18560,-19384,-12366,-9046,-5736,-2612,5018,6680,10442,13216,20860}","{0,-195,-251,-1146,-20,-1223,-3068,-2475,-6776,-8173,-7443,-8327,-7065,-8349,-21662,-19828,-18624,-10407,-19851,-21665,-27340,-30381,-25104,-16283,-18536,361,1450,13445,23645,35947,37400,24897,46474,49571,49635,48543}",true,-32126,20860,-10072.88889,13043.78403,20860,-30381,49635,1310.44444,22909.33811,48543
7987617106,38,"{0,-556,-738,-743,-484,-753,-970,-509,-491,-93,224,587,1078,2291,2613,3434,2095,3012,1618,3013,3911,3538,6701,6672,3570,2437,2562,4665,7849,8290,12861,19700}","{0,-89,98,57,238,52,148,52,304,1673,1975,2733,3253,4679,4587,5865,4495,4954,2811,5766,7214,7589,14950,16363,11436,11184,10513,15325,20746,20642,31537,37886}",true,-970,19700,3043.25000,4351.52399,19700,-89,37886,7782.37500,9251.06698,37886
7987617007,0,"{-556,-57,166,-158,40,99,767,1153,1416,1840,242,-1111,-3158,-2820,-1851,-4351,-3992,-3508,-3250,-3847,-6085,-7020,-7582,-7485,-5841,-6965,-7517,-7519,-9468,-11835,-17071}","{-100,-100,-70,-488,-346,-475,712,640,542,702,-1040,-2382,-3450,-2714,-1607,-6417,-6717,-7128,-7044,-7840,-12063,-12110,-14908,-14157,-12893,-12772,-11155,-11479,-15581,-17484,-17854}",false,-17071,1840,-3784.64516,4308.47873,-17071,-17854,712,-6379.93548,6182.46740,-17854
7987616827,108,"{0,-478,-50,-228,-368,-289,-777,-251,-358,72,937,2196,1644,2985,3167,2747,1624,1358,274,-1414,-2381,-3171,-2731,-3135,-5124,-4932,-5938,-6126,-7086,-7367,-9456,-8030,-8947,-12618,-20071,-26056}","{0,-90,77,-129,-340,-458,-295,100,169,308,1010,2261,1505,4206,4242,4352,2847,2707,1619,-1016,-1415,-1241,-79,-1961,-5161,-4242,-5566,-6848,-9150,-12197,-13275,-11005,-13349,-20975,-30292,-34756}",false,-26056,3167,-3343.83333,6182.42540,-26056,-34756,4352,-4123.25000,8935.10344,-34756
7987616325,0,"{-363,-73,-47,-806,-423,-1045,-684,-1420,-578,-890,-776,-730,-309,89,508,-115,3007,2271,2057,2543,2278,2053,-344,-737,-1580,-3857,-6759,-8282,-11568,-12330,-14555,-17036,-18625,-23896,-28719,-32053,-29908}","{-29,-83,-24,-647,-285,-897,-314,316,731,84,135,493,986,695,1861,2723,4052,2279,2090,2655,799,1608,-1778,-2318,-4558,-6495,-13710,-16351,-21952,-20747,-27341,-31742,-32116,-43863,-45733,-55920,-51794}",false,-32053,3007,-5505.45946,9732.66048,-29908,-55920,4052,-9653.78378,16968.54441,-51794
7987612502,77,"{0,-348,-284,-75,457,898,933,659,788,1071,1108,2670,2061,2787,5313,5005,4739,7667,8121,7996,8225,11464,11504,11847,16174,20959,23493}","{0,-234,190,60,353,1158,1330,877,1149,1671,2601,5146,5415,6593,9971,12035,10789,14180,14724,13343,13556,17717,21471,22082,25412,33803,33803}",true,-348,23493,5749.33333,6443.94217,23493,-234,33803,9970.18519,10118.23227,33803
7987612118,111,"{0,73,1317,1271,2193,2349,3159,3280,4201,4452,4468,4660,7050,7783,8385,10087,11319,11830,12170,13889,14954,15170,16383,17194,20077,16945,16907,16090,14622,15350,14632,16278,17744,17452,24408}","{0,174,1046,907,1565,1649,3040,2130,3307,3234,3415,3882,6122,7264,8354,10923,11102,14005,14454,15541,17325,17163,19389,20187,22503,16691,16109,16870,13212,13071,12229,13479,14905,14127,27351}",true,0,24408,10518.34286,6609.83304,24408,0,27351,10477.85714,7229.70457,27351
7987646179,359,"{0,-37,-204,-214,-495,-445,-1226,-1228,-2049,-1833,-3123,-4798,-4896,-6150,-6401,-6599,-5225}","{0,80,-190,-122,-137,-264,-391,-579,-1572,-1148,-1180,-3303,-2775,-1715,-2496,-5216,-8592}",false,-6599,0,-2642.52941,2410.49553,-5225,-8592,80,-1741.17647,2210.76817,-8592
7987642638,71,"{0,352,358,-530,-1498,-916,-3768,-4986,-8106,-11552,-16346,-19022,-19122,-23948,-32074,-38066,-47046,-52250,-64016}","{0,-200,-791,-1430,-2963,-2496,-4308,-7082,-9301,-12768,-22861,-26296,-14919,-22685,-40395,-50905,-73841,-57124,-83218}",false,-64016,358,-18028.21053,19404.15495,-64016,-83218,0,-22820.15789,25398.69186,-83218
7987638634,118,"{0,1038,1628,-266,-1082,-266,-604,-238,68,3700,2374,4698,5510,-4836,-7276,-12794,-22826,-33098,-29722,-30848,-30880,-33578,-52134}","{0,195,646,-616,-1799,-1211,-1771,-1803,-804,3373,2261,5665,5342,-8520,-9433,-17694,-27217,-40251,-24537,-21558,-21595,-27167,-56150}",false,-52134,5510,-10497.04348,16196.38358,-52134,-56150,5665,-10636.69565,15807.35632,-56150
7987638358,136,"{0,-46,660,714,1064,2704,2276,2562,4544,3326,6380,532,-106,2042,3880,958,-8636,-18540,-23072,-21692,-33632,-39990,-51830}","{0,-170,392,-182,213,2465,3285,2900,3494,4087,8583,4212,3838,10463,9936,267,-20968,-39999,-34768,-22168,-55104,-44985,-87256}",false,-51830,6380,-7213.13043,15818.46176,-51830,-87256,10463,-10933.26087,24700.86088,-87256
7987633336,89,"{0,-338,-548,376,1194,930,1535,389,1439,943,2806,5294,7257,8482,9295,10741,12467,13627,15056,15365,16393,17134,16229,14319,18596,23114,27471}","{0,61,32,692,1616,1194,1678,1098,1899,1836,2545,4272,7009,7491,8097,10024,11150,13146,13647,13630,14794,17558,17032,16152,22171,26493,28269}",true,-548,27471,8872.81481,7968.21001,27471,0,28269,9021.70370,8286.12501,28269
7987632919,159,"{0,110,64,-1558,-2612,-2420,-1806,-5030,-4794,-4348,-7767,-14261,-14953,-12683,-15875,-19179,-19299,-17101,-16219,-18495,-20329,-17241,-19231,-22653,-37421,-49143}","{0,92,597,-267,-1511,-1938,-529,-4726,-826,-315,-1970,-13638,-15353,-15786,-16492,-17412,-15628,-9001,-11766,-11613,-24675,-19274,-20827,-20965,-45126,-54209}",false,-49143,110,-13240.15385,11560.25054,-49143,-54209,597,-12429.15385,13431.31462,-54209
7987632567,3,"{0,502,152,90,488,496,711,785,-338,-654,-316,-396,-407,-919,-1745,939,789,-2237,-3593,-4045,-5053,-6905,-9667,-11863,-15230}","{0,307,-378,-50,167,161,210,93,-1191,-1469,-1507,-1613,-1971,-2291,-2437,-453,978,-2434,-4338,-4338,-4737,-7681,-9106,-10318,-8934}",false,-15230,939,-2336.64000,4220.76910,-15230,-10318,978,-2533.20000,3217.43109,-8934
7987630395,141,"{0,-483,-402,-1060,-1155,-1036,-1604,-2061,-3650,-4588,-6200,-6013,-7372,-5834,-7347,-8784,-8875,-9783,-10185,-12769,-13749,-14977,-15483,-16324,-17253,-19533,-24307,-26547}","{0,47,-292,-667,-164,74,-509,-254,-1814,-2501,-4146,-4626,-5752,-5444,-6969,-8910,-9927,-13543,-13882,-16483,-18456,-20221,-22834,-22986,-24535,-26610,-28543,-30635}",false,-26547,0,-8834.78571,7293.12577,-26547,-30635,74,-10377.92857,10058.65636,-30635
7987626440,17,"{0,-75,414,155,-127,-797,375,-638,-1429,-3239,-3352,-4038,-5972,-7700,-6138,-7905,-8821,-7505,-6148,-6624,-8195,-9155,-10207,-11503,-11972,-13687,-13913,-15405,-16827,-18587,-24167}","{0,-193,404,77,-500,-928,84,-795,-1580,-3857,-3982,-4623,-6005,-7542,-6224,-11065,-12731,-10009,-7721,-8387,-11744,-12352,-15142,-15757,-15850,-19394,-19111,-20132,-22243,-26165,-29899}",false,-24167,414,-7199.41935,6240.64098,-24167,-29899,404,-9463.41935,8358.66043,-29899
7987624746,115,"{0,-65,-680,-765,-647,-264,-436,-995,-1566,-1538,-1464,-2034,-520,-1691,-1645,-469,2002,2200,2268,2168,2121,3845,5282,5452,5108,3187,2916,3116,3608,5119,8784,13590}","{0,19,-563,-493,-420,198,197,100,-26,-44,-494,-1238,281,-1254,-1209,-537,3043,2000,2546,2965,2099,5199,7629,10612,10281,6769,5402,5748,5401,11876,16864,23124}",true,-2034,13590,1749.59375,3414.34548,13590,-1254,23124,3627.34375,5642.50039,23124
7987623451,14,"{0,-544,-325,56,300,880,611,1027,2363,3060,1244,707,2181,3796,5455,5105,6075,6758,6774,6631,6810,8369,7940,8085,11026,12941,12854,12345,12292,14161,19368,24646,27617}","{0,121,337,416,817,1397,1205,1383,1640,2782,1363,1781,3095,5660,7617,6154,6743,7409,7858,8666,9568,10731,9949,11722,15864,18102,15893,14802,16892,21081,26936,28514,30289}",true,-544,27617,6988.12121,6971.71188,27617,0,30289,8993.54545,8540.78113,30289
7987623182,22,"{0,-361,-448,-547,-69,66,-522,-157,-990,-1391,-2084,-3162,-3443,-2950,-4241,-4821,-5195,-6131,-3508,-3517,-3550,-2521,-5327,-8843,-9671,-10351,-8542,-9035,-10936,-11885,-12686,-13013,-18584,-24058}","{0,101,-199,-150,45,-320,-587,-855,-918,-1362,-1639,-2018,-2659,-2264,-4326,-5414,-4831,-7328,-3833,-4282,-4645,-2747,-5765,-10455,-11775,-10751,-7063,-6183,-9107,-7905,-6547,-8345,-15170,-25049}",false,-24058,66,-5660.97059,5624.84677,-24058,-25049,101,-5127.82353,5191.91905,-25049
7987622109,70,"{0,242,-270,-1532,-2334,1196,2290,470,4416,6494,9336,9974,16196,16120,11782,14524,9852,4100,2290,-4318,-9104,-19622,-9772,-5390,-6294,-5114,-7434,-9320,-12480,-20566,-41634,-31720,-23764,-25514,-34210}","{0,7,-279,-1170,-1620,1926,2241,1627,4201,6233,7519,6975,19888,17683,7351,15934,3807,-7501,-13848,-28205,-35629,-58296,-27652,-26788,-28717,-27617,-30710,-29042,-31594,-51927,-74683,-52736,-40101,-41218,-45152}",false,-41634,16196,-4603.14286,14178.28410,-34210,-74683,19888,-15974.08571,24049.51211,-45152
7987621940,0,"{-1096,-942,-298,-230,-1166,-1012,2094,1530,1252,-148,1300,-2828,-2598,-6453,-3824,-9260,-11068,-11342,-20652,-14700,-12384,-14750,-16404,-30206,-17744,-15892,-17714,-21012,-20878,-12896,-16648,-18510,-16384,-13068,-16270,-18802}","{-200,97,280,-701,-1396,-1782,1312,-548,650,858,3041,-3195,-3267,-7709,-2744,-8075,-5541,-4841,-27176,-2058,4491,-532,-5233,-37942,-19002,-15081,-16885,-19610,-10152,7159,-7667,-15290,-8108,-1663,-9761,-25884}",false,-30206,2094,-10027.86111,8497.63281,-18802,-37942,7159,-6782.08333,9629.94502,-25884
7987620889,0,"{548,154,368,875,1042,128,565,1208,2241,2787,2609,1496,2510,3358,2835,4719,4751,5430,5634,5049,4966,8181,7598,9164,10347,10138,9911,9420,15387,14059,14722,19720,21140,26890}","{100,-228,-78,581,188,-612,-435,266,1084,2209,1357,707,2175,3397,2578,3907,2946,5311,6382,5197,5896,10000,12831,16255,19156,18754,19611,19211,29320,30082,29715,36164,36026,41622}",true,128,26890,6763.23529,6570.90877,26890,-612,41622,10637.50000,12516.54077,41622
7987619811,12,"{0,-1015,-1394,-1069,-1034,-1201,-1609,-1368,-2737,-2450,-1259,-2564,-3017,-2244,-4018,-4676,-6382,-6132,-7182,-9458,-9257,-9680,-11969,-10553,-12630,-16208,-20450,-21737,-20600,-21478,-25906,-33008,-37732,-28834,-30032}","{0,-252,-520,-420,-603,-676,-179,-247,-44,-593,-159,-1877,-2346,-1343,-3173,-3840,-6442,-5277,-7161,-10458,-11754,-12325,-18898,-16653,-20552,-25543,-27575,-31314,-27942,-26120,-35539,-39603,-46248,-31806,-31082}",false,-37732,0,-10596.65714,10588.94995,-30032,-46248,0,-12816.11429,13804.66650,-31082
7987618639,0,"{-620,-710,-699,-898,-25,-404,-1307,-1817,-1563,-2010,-1533,-1721,-2381,-1224,-878,-2022,-2491,-2446,-3236,-3664,-2453,-3925,-3034,-2747,-3152,-1595,-251,-1800,-5728,-4972,-4299,-8276,-8506,-7948,-9153,-14551}","{-169,-279,38,-330,409,-173,-645,-1493,-2450,-2694,-3102,-2985,-2969,-1916,-286,-486,-94,198,-1967,-1905,586,-1096,-2887,-3865,-5110,-1397,-266,-2676,-4412,-5730,-6658,-11958,-15892,-12944,-15154,-23816}",false,-14551,-25,-3167.75000,3052.81545,-14551,-23816,586,-3793.69444,5410.30015,-23816
7987650590,54,"{0,-216,-12,168,-54,1926,2972,8054,7836,8082,12262,18672,20370,26488,18670,22512}","{0,-559,-731,159,1176,2837,4374,8992,11612,13730,20280,27545,30057,36347,13638,24438}",true,-216,26488,9233.12500,9052.31150,22512,-731,36347,12118.43750,11889.28768,24438
7987642472,152,"{250,234,-306,-1382,-3632,-3484,-4066,-4734,-7236,-6408,-5501,-5817,-8911,-12571,-19281,-19959,-32281,-36343,-27599,-28501,-37155,-41073,-47389}","{0,-196,-341,-990,-3446,-3845,-3792,-3935,-7341,-6542,-3639,-5303,-11535,-16699,-33029,-28658,-43271,-45375,-26158,-34831,-58171,-69356,-105708}",false,-47389,250,-15354.13043,14831.40844,-47389,-105708,0,-22267.86957,26631.21291,-105708
7987641896,146,"{0,-1604,-2074,-904,-1572,-1066,-3266,-2406,296,-1382,-1662,-1182,-378,-6824,-9204,-20156,-21686,-25466,-20264,-16042,-10474,-10118,-27178}","{0,147,-540,409,-946,-1958,-4141,-2144,260,-2566,-7655,-2350,1713,-12249,-14739,-40398,-18744,-23654,-18802,-11176,-611,-650,-36592}",false,-27178,296,-8026.60870,8913.32313,-27178,-40398,1713,-8582.00000,11674.95876,-36592
7987636097,121,"{0,160,-207,-1005,-1464,-1776,-1870,-2097,-2976,-3958,-4295,-5130,-3127,-4663,-4134,-3943,-4575,-6876,-7250,-8396,-9655,-13262,-15237,-17061,-19358}","{0,150,-624,-1056,-1383,-1554,-2061,-2621,-4638,-5482,-5141,-6832,-5409,-7702,-7672,-8490,-8523,-10652,-11796,-13777,-15433,-21400,-22280,-22514,-23310}",false,-19358,160,-5686.20000,5282.93366,-19358,-23310,150,-8408.00000,7352.89816,-23310
7987634424,1,"{0,-802,-770,-987,-1568,-2035,-3010,-2618,-2877,-3247,-3689,-4542,-5971,-7856,-9145,-10442,-12190,-13856,-16057,-17544,-17568,-19964,-20291,-23914,-29725,-33641}","{0,-295,-276,-586,-1093,-1485,-2233,-2365,-2855,-3239,-4150,-5364,-6569,-7808,-9632,-10841,-14485,-17909,-21077,-22010,-20953,-23614,-26340,-30993,-33470,-36785}",false,-33641,0,-10165.73077,9391.52876,-33641,-36785,0,-11785.65385,11377.63565,-36785
7987632389,66,"{0,11,-54,516,571,684,30,1190,731,1383,788,557,-29,1439,4618,3054,3226,5091,5438,6282,4451,4055,5831,7529,9743,12447,14859,17070,17085}","{0,149,-138,561,990,1094,121,562,916,1689,1799,2315,1163,2595,5741,4055,4274,6657,7727,8820,6002,5757,7862,10822,17978,19640,23519,22284,24630}",true,-54,17085,4434.34483,5100.95070,17085,-138,24630,6537.37931,7535.49625,24630
7987627630,8,"{0,254,354,-544,-1512,-3940,-3318,-4494,-7224,-7994,-14558,-16566,-21150,-19682,-20872,-21732,-29686,-34412,-36486,-34622,-32136,-35494,-33892,-43624,-40564,-33240,-38792,-35370,-27738,-39640,-54092,-44904,-45494}","{0,-486,-95,-1157,-1447,-3895,-5497,-6770,-9091,-6311,-16660,-21860,-29398,-21119,-23162,-20196,-50665,-41018,-46905,-45904,-27851,-31179,-26028,-30274,-18125,-9509,-33227,-41760,-38294,-47304,-50496,-43717,-41389}",false,-54092,354,-23732.24242,16149.77563,-45494,-50665,0,-23963.30303,16806.36298,-41389
7987622974,116,"{0,-270,-852,-1259,-1941,-1975,-2647,-1976,-2456,-2338,-1715,-1302,-843,-1350,-2302,-2850,-3846,-3245,-5990,-6940,-8453,-9723,-10999,-6293,-5665,-8985,-8493,-9959,-11092,-11436,-11745,-17353,-14715,-15445,-16540,-25002}","{0,-197,-246,-257,-989,-673,-2024,-812,-1201,-1353,-652,-336,421,289,-1562,-3784,-3723,-4118,-6996,-8868,-10914,-11167,-14201,-10072,-7903,-12514,-10803,-14482,-15350,-15726,-15698,-26241,-18042,-20514,-21618,-31983}",false,-25002,0,-6610.97222,5884.02206,-25002,-31983,421,-8175.25000,8377.37313,-31983
7987617430,213,"{0,751,841,1042,704,607,664,291,222,1118,911,1512,730,1129,1450,1622,1312,233,-952,-903,58,-2219,-3109,-3824,-770,702,1050,1364,2732,2994,3354,4514,7871,10043,11418,11447,16368,18675,24024}","{0,-53,5,51,174,-170,-152,-746,-737,-559,-183,-322,-1415,-876,-1110,-502,-1343,-1393,-895,-1666,-133,-3300,-2414,-2053,2958,3554,6402,6848,10506,11944,11456,15215,21390,24702,26874,25572,35599,40835,51019}",true,-3824,24024,3076.30769,5880.15795,24024,-3300,51019,7053.38462,13205.00998,51019
7987655003,135,"{0,192,556,1774,3008,5988,6176,9550,8694,15080,18012,19978,18794,22950,34426}","{0,-1,112,1421,2009,5674,5212,7373,8926,14791,16494,17917,12062,18709,20189}",true,0,34426,11011.86667,9833.39793,34426,-1,20189,8725.86667,7175.46425,20189
7987652201,122,"{0,668,1830,4030,4768,4714,5910,6864,10820,13640,15834,14796,15554,20494,23658,31076}","{0,354,717,2550,3729,2547,2398,2520,6589,6143,8828,9364,9864,20228,19844,22959}",true,0,31076,10916.00000,8662.41237,31076,0,22959,7414.62500,7220.40807,22959
7987650547,1,"{-200,-740,-780,-424,-956,-1576,-3836,-3810,-6218,-9982,-5110,-8378,-9218,-13206,-19596,-26624,-33002}","{-138,263,-64,-146,-1219,-1542,-4723,-5609,-5723,-9305,-2219,-7110,-7609,-10849,-18593,-14741,-25446}",false,-33002,-200,-8450.35294,9380.86278,-33002,-25446,263,-6751.35294,7045.13629,-25446
7987646862,7,"{0,-724,-900,524,2824,3780,4148,6424,8296,9880,12562,12862,16250,18080,21896,32648,34416,27788,27816,31978}","{0,-86,-121,416,2779,3159,4019,6644,9612,13525,16792,16974,21749,20172,24463,44947,41941,23867,27444,42321}",true,-900,34416,13527.40000,11835.20101,31978,-121,44947,16030.85000,14414.15016,42321
7987645231,217,"{4,162,222,518,1204,1010,1319,1548,2017,2110,2748,4030,5829,8171,8617,9206,12532,13491,17945,22913,24812}","{2,88,117,312,925,519,661,496,842,655,1087,1767,2730,3725,4603,7503,12246,13454,17057,19219,20199}",true,4,24812,6686.09524,7438.47409,24812,2,20199,5152.71429,6718.50813,20199
7987643646,83,"{200,-410,326,-404,936,-584,-2276,2082,-104,-124,-2788,1990,-474,-1168,-4760,-9694,-4184,-6278,-19508,-24596,-33806,-45540}","{140,450,808,-366,-79,-462,-34,2342,166,1468,-870,4755,-2980,-3659,-11904,-16984,-4840,-10173,-37052,-50658,-62771,-84313}",false,-45540,2082,-6871.09091,12361.43028,-45540,-84313,4755,-12591.63636,23463.21032,-84313
7987642202,148,"{0,-31,-289,-66,-28,-483,-1850,-2350,-3310,-4918,-5829,-6479,-6249,-6027,-7294,-8433,-11841,-13760,-13202,-16043,-17958,-16822,-20140,-26335}","{0,167,-304,-23,-447,-1044,-2156,-2596,-3954,-5118,-6097,-6899,-5310,-5232,-7001,-7102,-11782,-13872,-12432,-18424,-20698,-20058,-22690,-23428}",false,-26335,0,-7905.70833,7319.75494,-26335,-23428,167,-8187.50000,7651.95650,-23428
7987637076,3,"{0,-708,-496,1192,2086,3194,6276,8706,3874,4480,7374,8082,3498,2612,9230,12262,14432,26360,38148,18062,17498,18720,4480,-11692,-24038,-22714,-28502}","{0,273,430,1150,2141,2805,5956,6112,-813,-251,4754,2719,-4339,-4123,12063,8110,11485,27190,31980,-5028,-4702,-4753,-32676,-55393,-69685,-51239,-53457}",false,-28502,38148,4533.92593,14129.56523,-28502,-69685,31980,-6270.03704,24146.41142,-53457
7987635693,130,"{0,50,29,967,754,226,111,85,384,266,330,658,-503,972,2187,4967,6335,8792,9772,13377,15294,16864,19140,23964,25094,27643,29014,31961}","{0,191,4,612,445,-343,-203,-82,786,111,-256,115,-1472,-207,1233,4043,4955,7931,8971,13082,15322,18325,16862,16130,17000,17756,18810,22396}",true,-503,31961,8526.17857,10531.33545,31961,-1472,22396,6518.46429,7895.85064,22396
7987630727,90,"{0,183,148,-139,-101,651,-15,-67,-275,-812,-764,-455,600,-620,-338,-901,-1229,-3223,-3409,-4060,-5562,-8635,-9841,-11333,-12524,-13401,-15015,-15603,-18573,-23232,-23350,-26985}","{0,237,141,-493,-425,467,-701,-675,-616,-773,-195,425,1369,-194,-214,-854,-1611,-5113,-4038,-6021,-7514,-12896,-10844,-15174,-18479,-18101,-18698,-20709,-24880,-26867,-24693,-28535}",false,-26985,651,-6215.00000,8104.57190,-26985,-28535,1369,-7708.56250,9631.31145,-28535
7987629236,82,"{0,36,115,580,870,1146,1646,982,221,-124,-487,-2297,-3550,-4939,-6185,-6763,-7662,-9720,-12060,-12916,-16186,-18216,-19411,-20610,-21343,-23302,-25625,-29255,-30428,-34611}","{0,-246,-215,89,104,383,593,-237,-290,-539,-654,-1560,-2664,-3702,-5470,-5251,-6221,-8665,-12011,-12193,-15432,-17396,-18453,-16202,-17223,-21028,-22403,-24944,-23948,-27531}",false,-34611,1646,-10003.13333,10994.52481,-34611,-27531,593,-8776.96667,9157.92520,-27531
7987626546,85,"{0,70,671,759,1185,1264,2357,2530,2492,3030,3252,2513,2211,1892,2474,2028,3395,5386,7106,7775,8456,8755,9484,11621,11755,12622,14363,15976,17385,17175,16904,16295,16630,20215}","{0,79,164,123,725,318,1123,811,819,1518,1576,1814,2201,1291,2381,428,2553,4300,5724,6629,6964,7060,7151,8852,7996,10040,13079,14185,16977,16383,14936,13550,16020,16913}",true,0,20215,7353.70588,6291.22011,20215,0,16977,6020.08824,5851.23949,16913
7987626088,0,"{573,869,1248,1432,1797,1907,1959,2256,1741,2348,2197,676,1264,-484,850,-1967,-4569,-6290,-5731,-6420,-9118,-9172,-9548,-9761,-8920,-11610,-11655,-15881,-18326,-20162,-23272,-24219,-27447,-34393,-38581,-37391}","{100,142,450,820,1500,1679,1401,1879,393,1215,2098,319,678,-151,1583,-1314,-3179,-5497,-4755,-4875,-8313,-6855,-8621,-9290,-7373,-10398,-9814,-17759,-20948,-21228,-27530,-27878,-32287,-36393,-45735,-45654}",false,-38581,2348,-8716.66667,11889.94277,-37391,-45735,2098,-9488.61111,13628.10491,-45654
7987625966,10,"{0,-441,-819,-559,-1002,196,-459,-403,-314,-239,-264,-423,-79,-202,-2117,-1432,-1425,-1216,-2252,-2434,-1771,-2837,-1426,-1321,-1377,-2445,-2360,-3198,-9401,-10749,-9311,-9858,-7114,-6976,-9102}","{0,-188,-305,-130,-609,-198,-232,-353,-121,-204,-2078,-3391,-2890,-3532,-5670,-2498,-2202,-1775,-2075,-2600,481,-643,-3569,-1973,-2094,-1222,-2033,-2587,-11012,-8267,-5666,-6090,138,98,-8767}",false,-10749,196,-2718.00000,3269.19773,-9102,-11012,481,-2407.34286,2734.53944,-8767
7987625826,106,"{0,-92,-518,144,-67,484,546,324,4,782,683,221,180,-826,-387,-564,-695,-1928,-992,-1407,506,-1465,-2042,-3958,-4430,-5055,-7001,-10846,-13395,-14149,-13719,-18928,-17552,-23884,-22619}","{0,75,-174,134,327,817,565,1209,893,909,635,264,-531,-1941,-1687,-2238,-2396,-2815,-1961,-2908,1222,-2111,-3122,-3860,-4920,-6963,-9449,-10847,-14029,-15323,-14499,-21364,-19177,-28894,-25977}",false,-23884,782,-4647.00000,7181.13501,-22619,-28894,1222,-5432.45714,8098.62752,-25977
7987622247,0,"{548,676,469,591,614,452,639,700,988,1771,1685,814,546,-478,-534,-437,-747,-253,-1249,-994,110,-1292,708,886,3691,4665,4942,6559,6649,7168,7106,8571,9746,10450,15677,23367,31245}","{100,433,-170,-17,-5,-550,-712,-930,-315,-170,-971,-2070,-2803,-4090,-4834,-1815,-2663,-2510,-3966,-4900,-4839,-7227,-3076,-2080,61,-123,1049,3315,3379,3999,10161,11294,12929,16449,25256,31544,40317}",true,-1292,31245,3947.27027,6849.07646,31245,-7227,40317,2958.10811,10192.33973,40317
7987650285,149,"{0,-974,-1286,-2656,-2146,-3330,-6226,-7532,-10786,-10988,-9332,-10578,-14990,-16821,-22589,-23651,-29949,-40621,-47615,-55031}","{0,-183,-447,-1666,-1735,-2913,-5835,-7158,-10941,-8595,-7566,-4462,-15391,-12747,-22813,-18862,-34890,-53741,-64335,-71333}",false,-55031,0,-15855.05000,15730.75563,-55031,-71333,0,-17280.65000,21220.83652,-71333
7987648649,0,"{-694,-175,-303,280,586,632,1411,2569,2414,2689,3327,5069,7096,7015,6912,8323,10127,13443,15801,20256}","{-99,310,871,1663,1864,2384,2876,3922,4019,4651,5241,7573,9484,9211,9504,11332,14634,20364,22623,24190}",true,-694,20256,5338.90000,5699.20935,20256,-99,24190,7830.85000,7252.34982,24190
7987648589,0,"{-22,-528,-953,-1842,-3150,-3849,-4879,-3554,-5318,-4664,-6148,-6904,-8408,-10319,-10357,-10483,-9508,-12368,-17346,-16769}","{-195,-335,-567,-1030,-2145,-2740,-3902,-3297,-5347,-4809,-5984,-8600,-9081,-9124,-9730,-8884,-8369,-11436,-15664,-15702}",false,-17346,-22,-6868.45000,4886.34761,-16769,-15702,-195,-6347.05000,4623.67602,-15702
7987646707,4,"{0,-1312,-1182,-884,-368,-994,-1262,3482,5548,5956,4308,7170,7180,6958,8210,5148,9496,15700,9918,10600,11116,12578,23516,38496}","{0,-217,-63,43,1003,-396,-1192,2658,2787,4777,2266,8342,7339,6367,6264,360,13204,17147,5007,6203,7188,8554,35151,59849}",true,-1312,38496,7474.08333,8832.36226,38496,-1192,59849,8026.70833,13192.09440,59849
7987642998,81,"{0,396,48,323,763,240,918,2341,2584,1908,1644,2982,3617,5074,6019,7549,6971,6518,8412,8975,10573,12252,12651,15454,19673}","{0,-10,-41,157,274,-89,367,1358,1571,992,737,2227,3170,4507,3819,4495,2843,3822,7868,9240,10384,12170,13645,16333,17865}",true,0,19673,5515.40000,5256.93452,19673,-89,17865,4708.16000,5366.73609,17865
