"id","first_blood_time","radiant_gold_advantage","radiant_experience_advantage","radiant_win","min_radiant_gold_advantage","max_radiant_gold_advantage","mean_radiant_gold_advantage","std_dev_radiant_gold_advantage","final_radiant_gold_advantage","min_radiant_experience_advantage","max_radiant_experience_advantage","mean_radiant_experience_advantage","std_dev_radiant_experience_advantage","final_radiant_experience_advantage"
7987642676,77,"{-200,-1574,-2474,-2592,-3568,-1588,-2146,-3480,-2518,-8482,-10082,-12554,-14524,-15722,-13424,-15492,-17256,-14676,-16142,-19096,-19412,-22070,-23450,-32650,-28818,-32848,-40908}","{-140,-437,-1191,-1209,-1536,108,238,-96,1514,-2637,-3850,-8986,-5802,-9899,-8018,-9579,-13252,-6491,-16610,-17820,-12272,-12676,-30248,-47348,-45441,-47745,-60250}",false,-40908,-200,-13990.59259,10851.60259,-40908,-60250,1514,-13395.29630,17004.47528,-60250
7987639023,0,"{-517,-1012,-917,-902,267,-197,393,399,225,-344,-1413,-3275,-2125,-1909,-1501,-341,-619,843,2632,5807,7505,10112,12454,13004,13493,22903}","{-109,-94,138,-13,674,825,1299,1429,2273,734,565,-939,873,1040,1642,1565,2534,4794,6184,9508,12568,15990,13597,13088,12805,18679}",true,-3275,22903,2883.26923,6329.96652,22903,-939,18679,4678.80769,5851.87938,18679
7987636279,9,"{-200,240,-936,-72,-2190,-98,-482,-1496,-1006,1274,4864,4796,5604,6554,10966,18284,22656,26762,28326,32360,36462,37728,37400,39638,43870,50190,35536,32652,32682,35662,36950}","{-140,202,-744,-925,-2010,-718,-1923,-327,992,3188,8798,8273,11810,13043,19047,31668,34544,34053,28034,29100,42428,33246,30601,41155,50483,54311,24639,23437,25139,34078,39915}",true,-2190,50190,18547.61290,17228.67453,36950,-2010,54311,19851.51613,17215.69282,39915
7987659667,0,"{-612,-1286,-1212,-1159,-1380,-775,734,1898,2323,2078,4827,7634,8941,13733}","{-168,-287,-307,-775,-661,-101,1101,2117,2849,3206,6996,10272,10350,14346}",true,-1380,13733,2553.14286,4472.58538,13733,-775,14346,3495.57143,4793.32614,14346
7987656246,123,"{0,-167,3,-682,-1011,-1473,-2127,-1891,-2874,-2695,-4042,-5179,-6499,-7573,-9660,-12330}","{0,-25,78,-327,-359,-859,-1921,-1702,-3407,-3054,-4774,-5307,-6506,-8608,-8009,-6242}",false,-12330,3,-3637.50000,3568.06073,-12330,-8608,78,-3188.87500,2918.54951,-6242
7987654356,0,"{-1008,-1262,-1750,-3544,-5632,-7532,-9046,-11814,-12302,-17470,-19342,-19210,-25496,-28884,-33730,-39308,-49884,-57668,-69480}","{-200,325,-451,-1378,-2163,-4678,-7589,-9942,-12854,-15976,-11727,-12436,-25677,-28324,-41876,-45891,-62824,-64627,-85930}",false,-69480,-1008,-21808.52632,19600.99381,-69480,-85930,325,-22853.57895,24924.15357,-85930
7987650185,57,"{0,-128,1658,2498,1858,-164,-1584,-3692,2184,5012,4670,9588,9036,9468,4316,2964,4322,11590,17204,27182}","{0,-315,1479,2984,2857,977,2017,-1932,5978,7502,9668,20236,21046,23292,6006,2864,10238,25910,30061,59751}",true,-3692,27182,5399.10000,6984.98159,27182,-1932,59751,11530.95000,14566.31635,59751
7987636404,64,"{200,-958,530,-604,1638,3032,3428,3656,3276,3546,6412,6988,5354,4170,9302,6866,5340,8070,15746,23216,20158,16582,12588,8290,11008,9246,-652,10598,14744,4700,-2940,-3914,-5432}","{140,350,1667,776,2834,3342,1832,3834,2863,3176,7030,4580,4838,-343,14781,8586,2829,17393,38394,51120,47696,54932,44859,42441,50859,40489,27353,34464,27806,24640,21671,9637,4434}",false,-5432,23216,6187.39394,6673.34687,-5432,-343,54932,18221.30303,18354.21743,4434
7987636362,59,"{0,-32,501,685,1247,837,822,905,143,450,73,-460,-277,-1777,-2294,-2226,-1960,-3871,-4260,-5014,-6466,-7865,-9599,-12783,-15104,-15089,-14442,-15705,-16128,-15807,-18587,-22316}","{0,188,17,-119,435,101,429,971,-251,42,349,391,766,-1765,-2265,-727,-115,-2522,-3955,-7394,-8469,-11411,-14065,-20301,-21958,-21843,-16430,-22123,-22679,-20644,-24517,-27096}",false,-22316,1247,-5824.96875,7111.61797,-22316,-27096,971,-7717.50000,9663.34874,-27096
7987635762,102,"{0,-359,-55,-537,-737,-673,-917,11,309,-151,1746,1110,1565,2341,2108,3121,3970,5924,6487,8576,9619,10650,13588,15483,16851,16584,18011,21204,25816,29400}","{0,91,-208,-271,-637,-540,-568,53,301,-571,250,-660,-308,302,-229,3122,3054,6028,6883,10449,12146,12871,18272,18256,20465,18898,20166,26857,30378,31942}",true,-917,29400,7034.83333,8572.64809,29400,-660,31942,7893.06667,10283.67676,31942
7987635477,0,"{1289,1799,1693,2555,2895,3111,3689,4167,5763,6809,8102,10056,9621,9851,10160,10331,9672,9793,10588,11933,12655,13070,13271,14687,14664,15040,16913,17557,20320,24576}","{300,500,932,1297,1317,1374,2010,2600,4151,5306,6945,7894,7879,8097,8499,7382,6830,7456,8978,9093,8703,8670,8250,11048,12856,13801,14993,16490,16941,21256}",true,1289,24576,9887.66667,5760.25252,24576,300,21256,7728.26667,5271.49310,21256
7987635300,12,"{0,1560,1006,1374,890,176,-1248,-2086,-1892,-816,-3222,684,2708,1219,-1475,-1915,-5919,-5165,-7167,-13435,-9261,-8321,-8005,-6527,-10515,-8803,-3395,-2359,-7411,-13261,-14075,-15471,-31991,-44051}","{0,612,-212,859,351,-46,-1282,-3359,-1698,321,-3939,1729,4040,4345,3986,3527,-6954,-3323,-5911,-14505,-5096,-1015,-7350,-5981,-8120,-6174,3851,3917,-4920,-1897,-4207,-14822,-41232,-38716}",false,-44051,2708,-6416.73529,9447.14623,-44051,-41232,4345,-4506.50000,10042.11147,-38716
7987633315,5,"{0,551,430,-137,563,1117,1245,1354,1825,1977,1038,-441,-659,-417,-1182,-2850,-2865,-4194,-4268,-6236,-5348,-9653,-8737,-9476,-9970,-12226,-14312,-15220,-18677,-22366,-23374,-24584,-27821}","{0,156,86,-830,-127,138,243,709,2215,1853,1542,-392,-1725,-808,-1030,-2549,-2621,-5076,-5072,-9388,-8131,-15809,-18439,-20790,-21251,-26959,-28444,-30383,-40632,-47921,-49356,-49890,-58248}",false,-27821,1977,-6512.51515,8624.19709,-27821,-58248,2215,-13300.87879,17918.84591,-58248
7987630506,0,"{307,1187,1118,1678,1801,2961,2507,2653,3438,4365,4552,5790,5727,4500,6611,5512,5715,5809,6845,6298,5874,4552,4376,5712,8927,3467,4813,10648,10112,6284,6761,5064,5965,10827,14094}","{94,229,-15,209,482,1542,1133,838,1287,1950,2283,3123,2234,2051,3779,2522,3605,3188,5157,4029,3436,1411,428,2928,9029,168,4550,12716,11956,5189,7992,5562,7939,14719,17100}",true,307,14094,5338.57143,2919.73254,14094,-15,17100,4138.37143,4292.20740,17100
7987657415,203,"{0,996,1602,1878,4584,6200,7490,8512,11192,15190,16896,21046,23354,26824,30328,36050,35154,29292,31828}","{0,222,563,613,3501,4406,6057,8831,12483,15850,19366,21930,22780,32661,38039,45103,43774,28037,36858}",true,0,36050,16232.42105,12278.20720,31828,0,45103,17951.26316,15243.73080,36858
7987654705,5,"{0,-1066,-982,-1728,-1398,-2132,-1510,47,47,647,4845,10115,6103,5343,4465,6283,8541,9061,18253,25903}","{0,-542,-51,-1504,-85,396,1192,3224,345,922,8143,12006,5505,3736,1584,9838,10144,11427,28662,37573}",true,-2132,25903,4541.85000,7113.02760,25903,-1504,37573,6625.75000,9895.00746,37573
7987648809,120,"{0,348,294,808,1728,1753,1251,1626,2203,2094,3888,4987,5692,6381,6567,5400,6749,8148,8149,11657,12574,17834,18198}","{0,83,114,426,948,873,964,994,2016,2420,3067,4603,4652,4889,4827,3464,4722,7871,8334,12570,10517,16432,14415}",true,0,18198,5579.52174,5155.39014,18198,0,16432,4747.86957,4694.05426,14415
7987648550,41,"{0,127,208,127,-1146,401,540,106,145,728,1340,3034,3102,2156,1255,2087,1672,-633,-489,-3066,-5375,-7176,-8936,-13565}","{0,128,185,85,-445,872,875,469,507,794,843,1843,1648,-810,-1181,-440,-653,-2551,-2331,-4671,-5850,-8289,-11452,-10321}",false,-13565,3102,-973.25000,3915.54100,-13565,-11452,1843,-1697.70833,3637.59896,-10321
7987647646,0,"{1106,3534,3224,2988,2868,5162,4286,4876,4362,8456,10094,14268,14760,19796,20876,20354,23112,26186,23788,23960,26314,27238,35456,36032,35746,42596}","{198,582,834,361,-503,1536,1488,1741,55,5369,9101,16715,17382,21810,20926,16941,23640,23716,23409,23994,32447,29839,47174,43444,43800,63319}",true,1106,42596,16978.38462,12267.46881,42596,-503,63319,18050.69231,17164.32861,63319
7987645316,6,"{-250,-380,-1120,-2120,-3864,-3376,-5946,-7522,-8182,-3336,-6484,-1824,-1886,-2390,-6248,-10398,-16444,-16276,-12552,-12326,-14958,-13342,-15176,-18280,-18856,-33754,-36908,-45276}","{2,-32,-591,-1312,-2824,-1530,-4722,-4889,-8346,-4271,-9295,-1357,-3253,-4018,-12969,-15221,-18704,-10210,-3981,-8332,-21026,-11628,-9570,-19805,-22074,-51563,-54020,-70022}",false,-45276,-250,-11409.78571,11143.49848,-45276,-70022,2,-13412.96429,17104.33885,-70022
7987644743,171,"{-100,-381,-311,-831,-1118,-970,-228,-771,-351,149,-588,48,1223,1479,2221,1178,1150,4271,4316,5059,6500,7783,9633,9684,11550,13008,15889}","{-70,55,320,83,38,80,489,-30,1256,1041,676,956,2310,3415,3791,1436,1392,2849,2601,3487,5352,6378,6675,6976,12011,13461,14815}",true,-1118,15889,3314.51852,4814.75257,15889,-70,14815,3401.59259,4136.04540,14815
7987644441,21,"{19,795,1025,1180,1596,2381,3000,3053,3126,4364,5801,5458,6852,8379,10358,11384,11384,10329,10325,11814,13131,15239,19576,20281,23989,30635}","{0,224,486,541,754,1383,2400,3068,3596,4857,5577,6602,7161,8860,10524,11059,10996,9052,9170,12021,14438,16202,21687,20475,27059,31802}",true,19,30635,9056.69231,7693.45430,30635,0,31802,9230.53846,8349.38643,31802
7987640108,3,"{0,246,130,80,205,-22,167,627,473,-36,747,612,427,407,-612,352,-388,-2174,-3280,-747,-2139,-2866,-5305,-4257,-3619,1164,2510,3225,11283,17443}","{0,-26,148,19,10,-196,-1022,-1026,-1178,-2034,-1467,-2626,-2273,-2266,-4109,-4343,-5444,-5740,-7711,-4046,-5429,-6788,-5302,-6138,-5924,1266,2995,4283,13040,15759}",true,-5305,17443,488.43333,4216.47180,17443,-7711,15759,-1252.26667,5092.09523,15759
7987640055,0,"{-976,-1118,-1512,-2374,-2918,-2522,-3924,-3314,-3584,-4350,-4118,-2948,-7392,-14204,-14676,-15484,-10304,-10930,954,5348,15364,22052,22138,16204,14166,14062,15446,15970,13634,19596,32774}","{-200,245,-641,-545,-1523,-719,-1734,-2124,-5418,-3354,-2143,5,-9286,-10861,-8375,-5485,1620,-4339,25452,26749,51630,54342,56349,41598,35366,40877,48506,37185,36558,34305,39167}",true,-15484,32774,3260.00000,12387.67214,32774,-10861,56349,15264.74194,22541.06276,39167
7987632817,0,"{0,196,536,-104,432,1096,909,521,487,2012,3051,3356,5033,3381,2768,3088,4436,6966,5906,6988,9496,8535,9709,10662,12560,14953,16307,24928,28500}","{0,179,477,-478,275,1447,1960,1157,1883,3159,3513,2547,4948,4623,3641,3936,5365,10032,7790,8065,11831,10937,10053,10531,12278,17558,17316,26992,27606}",true,-104,28500,6438.20690,7151.97697,28500,-478,27606,7228.31034,7371.50368,27606
7987632695,84,"{0,524,880,1282,2231,1870,2893,2343,1299,2319,1125,-9,-1237,-1508,-3117,-3291,-3350,-5515,-7392,-9159,-8897,-9097,-9618,-9822,-9494,-2842,-80,-1374,-2056,-1430,-764,-933,5233,10240,9989,11160}","{0,329,361,430,1116,816,2174,1656,279,1459,-248,-2021,-2540,-2485,-5208,-4613,-3961,-6177,-9672,-11359,-9747,-9402,-6077,-5898,-5249,6370,5204,3997,3555,2792,6280,6371,15634,18596,18733,19797}",true,-9822,11160,-1044.36111,5306.96578,11160,-11359,19797,869.22222,7685.21451,19797
7987632413,98,"{0,165,585,-24,464,615,965,1835,2067,2689,3592,4570,5178,4258,5241,6254,7656,7957,8209,10946,11523,13649,14182,14372,15179,19757,23163}","{0,123,735,-85,203,790,1382,1978,2112,1793,2555,2808,3201,2645,3810,3233,5929,6054,6103,10611,11130,14155,18822,18149,18368,18020,19505}",true,-24,23163,6853.59259,6344.99904,23163,-85,19505,6449.22222,6723.20559,19505
7987631613,55,"{250,-475,-285,-1155,-456,-1086,-1217,-787,486,-853,-27,1742,2238,4280,5845,7759,10125,11624,12084,14772,16609,17070,19608,24474}","{1,-271,95,-772,-251,-690,-827,-1126,-910,-1684,-1443,721,1167,2050,4465,8115,8481,11387,12203,15669,19139,20262,25934,27599}",true,-1217,24474,5942.70833,7724.06089,24474,-1684,27599,6221.41667,9080.64254,27599
7987631300,87,"{0,199,937,806,816,1264,1770,1854,2928,2895,3531,4978,5770,8391,9432,10356,10966,10750,12796,13183,13788,14194,18956,20133,20778}","{0,338,363,360,397,776,1110,999,1735,2203,2961,4998,5024,6655,7067,6219,6243,7534,9713,10573,12150,12363,11567,10832,12615}",true,0,20778,7658.84000,6509.63982,20778,0,12615,5391.80000,4422.37917,12615
7987630814,141,"{0,-464,-742,-272,281,557,374,183,-506,795,1451,1732,2647,3714,3092,4083,4840,6641,8207,7033,7449,8376,10003,8866,10672,13720,14965,16716,18230,15997,14410,14669,15736,16368,16679,21773,25856,27599}","{0,259,-179,144,26,244,495,1113,3,865,1144,843,1657,1732,1062,2250,2926,4532,5755,3490,4062,5559,5282,5984,9192,12644,15912,18526,20692,18667,18371,17719,19882,21641,21337,29150,31362,34870}",true,-742,27599,8466.57895,7836.69849,27599,-179,34870,8926.65789,10014.18575,34870
7987630635,86,"{0,60,482,624,815,451,586,605,423,1160,1814,3738,4813,5262,7129,5927,6605,6931,7119,7955,7186,8630,8933,10145,11553,10181,11049,12714,13488,13395,14540,18449,20812,20967,23250,24506,32240}","{0,-22,586,434,458,-366,-424,-952,-1185,-890,-1,1605,2176,3924,5566,6645,7639,7827,7866,10623,9038,11587,11606,13448,16810,15872,19074,21215,21806,22702,24474,34470,39685,44359,48163,50518,64555}",true,0,32240,8771.27027,7906.40289,32240,-1185,64555,14078.13514,16686.94355,64555
7987630441,0,"{-573,-582,-447,-259,-449,-697,-1254,-624,-891,-1236,-2018,-2180,-3167,-3510,-3391,-1774,-5612,-6653,-7066,-7179,-6372,-6519,-7214,-7832,-7491,-5394,-4464,-6608,-5356,-8545,-8821,-14154,-15901,-15823,-14840,-16143,-19474}","{-100,-248,-173,-333,64,-451,-860,-757,-889,-1304,-1222,-1381,-2449,-2590,-2270,-2745,-7561,-7284,-7322,-6795,-6590,-6972,-8130,-7629,-5861,-2055,-1299,-5867,-3974,-6874,-3760,-8752,-11709,-12315,-9992,-15553,-22736}",false,-19474,-259,-5959.81081,5206.89640,-19474,-22736,64,-5046.97297,4912.16008,-22736
7987629818,11,"{-100,197,427,713,1186,1923,2094,1860,2388,2860,2958,4406,4011,2469,3001,3556,5380,6357,7531,8820,11885,14286,16230,18842,21147,23824,24541,28920}","{-70,317,168,14,466,875,936,549,1329,910,1181,2205,1075,-306,-133,997,2829,3976,5202,5155,9750,10701,13924,17621,20421,20521,21347,25980}",true,-100,28920,7918.28571,8377.34238,28920,-306,25980,5997.85714,7942.44362,25980
7987628112,0,"{-573,-1127,-1418,-1466,-1275,-1347,-2119,-2096,-2716,-2022,-3607,-2624,-3601,-3253,-3430,-1883,98,-71,531,-930,-458,1777,5262,6911,6799,12110,15769,18112,21827,28176}","{-100,25,95,-82,-220,-83,-396,-456,-813,-143,-1397,-826,-984,-604,-34,1692,3975,3720,6203,3296,3696,7748,12384,14225,12646,26072,33321,35588,41410,50051}",true,-3607,28176,2711.86667,8139.50196,28176,-1397,50051,8333.63333,13987.15758,50051
7987628092,227,"{0,270,560,302,757,45,-313,-334,-2899,-2888,-2415,-3931,-6087,-6748,-7992,-7912,-6670,-4332,-3611,-5142,-5644,-8353,-7804,-2704,-2835,-3359,-3649,-5152,-5961,-5455,-5584,-6624,-8444,-7438,-8740,-10260,-12278,-15769,-20852,-29865}","{0,-111,64,-39,442,-321,-375,201,-1079,-1262,-421,-1895,-4029,-4190,-6493,-7754,-7939,-4455,-3151,-5806,-7195,-11051,-12891,-6090,-6929,-7099,-8608,-9207,-9846,-8240,-10969,-12146,-16513,-11670,-12147,-15550,-16594,-24202,-27962,-42310}",false,-29865,757,-5902.75000,5833.46154,-29865,-42310,442,-8145.80000,8535.06125,-42310
7987627918,77,"{0,34,-563,-135,-401,-682,-350,-1835,-2090,-2412,-3122,-4156,-4790,-5736,-6084,-6442,-6846,-6356,-7926,-8693,-9358,-11097,-13359,-13862,-15161,-17402,-15857,-14245,-15094,-16128,-15712,-12924}","{0,142,-368,25,-159,-634,-558,-1514,-3245,-3539,-4089,-5089,-5090,-5163,-4390,-7415,-9450,-8994,-11360,-10445,-12145,-14604,-19967,-21247,-22067,-20763,-16895,-15582,-15710,-17229,-17956,-15001}",false,-17402,34,-7462.00000,5836.54619,-12924,-22067,142,-9078.15625,7320.95859,-15001
7987626926,53,"{0,75,77,-27,162,696,269,131,-552,-168,-988,-66,317,974,550,444,-1340,681,1832,1377,1583,1614,625,1077,1125,1160,2399,576,-925,2377,2133,614,3443,3783,3590,2548,2506,2701,6383,12521}","{0,184,276,-115,-508,-139,108,446,17,992,941,2235,2932,3975,3368,4569,1159,3734,4916,4868,4982,4008,2827,3192,1098,1681,1516,-1531,-2916,-1084,-1936,-3344,1439,283,-2457,-4911,-5833,-4256,1074,8830}",true,-1340,12521,1406.92500,2319.69976,12521,-5833,8830,915.50000,2956.47725,8830
7987626900,101,"{0,-71,-268,176,-1012,-384,-379,735,1414,1817,3398,3817,4017,7194,8124,8427,6225,5800,4418,3844,-48,283,2764,1357,1320,-1352,-4115}","{0,-92,-235,241,-386,100,533,820,1818,2964,3070,3695,3318,5482,5338,5302,3369,2878,773,-790,-6262,-5329,-3937,-6640,-5895,-9993,-14716}",false,-4115,8427,2129.66667,3058.55512,-4115,-14716,5482,-539.77778,4812.91716,-14716
7987626703,110,"{0,40,428,-107,-228,-702,-376,-1937,-1444,-906,-960,-1624,-1428,-2066,-1569,-138,-641,-582,-1881,-2240,-4206,-5899,-5181,-6701,-10140,-12694,-15828,-16886,-22156,-25923,-20930,-22165,-23684,-23750}","{0,4,355,-78,253,-63,-41,-468,109,219,535,-124,-22,-287,116,1251,1448,1314,1568,1423,-1899,-4631,-3873,-5640,-12205,-15698,-19186,-19123,-25870,-27811,-18087,-19263,-23708,-23442}",false,-25923,428,-6897.17647,8665.12434,-23750,-27811,1568,-6262.47059,9596.06408,-23442
7987663874,8,"{0,742,968,2388,2692,1456,2034,-466,2382,5894,10392,12688,11752,12460,9163,15991,7659}","{0,577,280,868,484,-906,-1064,-3818,970,4803,14209,19212,19479,19631,23359,36468,34992}",true,-466,15991,5776.17647,5172.35751,7659,-3818,36468,9973.17647,12803.60413,34992
7987661289,98,"{0,80,1486,2234,3910,8250,9408,12446,14640,16858,22502,23240,27236,31226,36812,39378,41636,44976}","{0,252,592,1952,3428,8218,9825,11305,15782,17947,25079,23843,25751,29361,28821,27411,29350,36651}",true,0,44976,18684.33333,14858.70705,44976,0,36651,16420.44444,11867.34903,36651
7987659688,169,"{0,1072,1086,864,434,276,1584,762,2292,7366,10910,19016,25086,26870,33204,37880,45692,64326,78562}","{0,242,-349,-570,59,-107,1468,1101,4682,10941,15660,27638,30174,25062,30073,45231,56622,84528,106593}",true,0,78562,18804.31579,23072.44726,78562,-570,106593,23107.78947,30097.28441,106593
7987656597,5,"{0,998,1372,1934,3750,6790,5626,6484,8312,6218,4002,6096,3534,9682,12394,14156,19090,28030,44514,42776,33806,36688}","{0,509,432,381,2567,6753,4690,5240,8040,3428,1096,3173,-5160,4178,5352,17160,13113,33597,47997,49021,33327,53022}",true,0,44514,13466.00000,13854.04492,36688,-5160,53022,13087.09091,17475.44765,53022
7987656132,198,"{0,-822,-412,-542,586,1102,1778,-1230,362,-131,1465,-3149,591,-105,1265,3787,9623,15087,18731,22637,34351,39933}","{0,-126,-101,-240,753,2231,3441,2907,4036,3564,6281,4052,8317,7849,9871,12227,21748,26103,33825,30301,51473,57880}",true,-3149,39933,6586.68182,11754.23893,39933,-240,57880,13017.81818,16482.06212,57880
7987655221,55,"{0,1160,1830,1396,1846,2466,6358,10194,12822,14150,11776,15798,20548,30096,32994,40998,31028,26628,31380,41580,56592,62188}","{0,437,1158,810,1370,1951,5519,9702,9948,11177,8885,22735,18538,30950,33203,48127,23637,12336,21271,38125,73926,90710}",true,0,62188,20628.54545,17970.12541,62188,0,90710,21114.31818,23524.33369,90710
7987650647,33,"{0,1094,1222,686,3132,4532,7032,5410,4816,7148,8426,7290,2826,7748,5546,8460,14292,13302,9344,13480,18002,29242,33476}","{0,171,499,67,1924,3158,5192,3886,2336,3069,8608,6899,3154,11465,8086,12384,21880,5673,-108,26744,37177,59122,73863}",true,0,33476,8978.52174,8280.19864,33476,-108,73863,12836.91304,19021.83347,73863
7987647701,230,"{0,132,454,-300,-2136,-3754,-6060,-9222,-11104,-9580,-13800,-15812,-17944,-19130,-23422,-28434,-21236,-22072,-23552,-25412,-21416,-10310,-8498,-4770,-4888,13086,11962,15258}","{0,113,586,460,-657,-1987,-3362,-5702,-6557,-6715,-15077,-15877,-20391,-22650,-29311,-36775,-23908,-22181,-19732,-31099,-17741,16034,6384,21560,28331,43967,23916,32610}",true,-28434,15258,-9355.71429,11588.20967,15258,-36775,43967,-3777.17857,20022.98363,32610
7987647153,30,"{0,-269,-198,-947,-584,343,739,1542,1009,2138,1493,3568,3059,2915,3319,2883,7041,7308,7523,9941,12231,13927,16304,19242,23357,28680}","{0,534,42,-605,-518,284,741,1527,854,1983,1119,2355,1092,1417,1835,1581,5636,6136,6720,12247,15282,18105,20771,23151,27449,32591}",true,-947,28680,6406.30769,7847.55905,28680,-605,32591,7012.65385,9516.61821,32591
7987646071,148,"{0,-251,79,-228,-658,-103,54,100,1414,747,132,-1039,-1472,-2112,-2422,-2205,-1068,-571,1167,1601,3226,5064,6656,11469,16703,18995,21237,21451}","{0,29,394,354,351,176,124,433,1790,1658,2249,587,-25,-749,-360,-1006,1208,1390,2321,2071,4496,4469,9742,14651,18042,20030,24963,26138}",true,-2422,21451,3498.78571,7188.94113,21451,-1006,26138,4840.21429,7913.81097,26138
7987641119,13,"{0,-197,-661,-757,-848,-411,-843,-935,-1490,-1870,-1108,-2183,-2177,-2722,-1648,-1615,-1299,-2072,-3221,-5585,-5749,-8018,-9486,-10396,-12517,-15649,-20382,-19341,-22628}","{0,-127,-362,-198,-235,-659,-1147,-1099,-2085,-2409,-1001,-2259,-3101,-3552,-1899,-1463,-1500,-3270,-5651,-9094,-8815,-11972,-14862,-17772,-21125,-23781,-29867,-24966,-30044}",false,-22628,0,-5372.68966,6543.32408,-22628,-30044,0,-7735.00000,9518.53686,-30044
7987639450,0,"{400,817,756,1056,1395,1288,399,-37,40,-34,-301,-622,-1084,-1114,-2369,-2788,-2795,-4408,-4562,-3415,-5550,-6618,-8819,-11053,-12361,-11918,-7622,-7208,-7852,-7069,-8206,-12821}","{100,335,189,595,417,830,-503,-1077,-774,-785,-25,-711,-648,-1104,-3679,-4558,-4918,-7220,-7514,-4804,-7985,-10374,-15328,-18403,-21880,-17359,-9799,-11156,-11677,-5970,-13612,-22713}",false,-12821,1395,-3889.84375,4404.74774,-12821,-22713,830,-6315.93750,6933.84393,-22713
7987639258,63,"{0,-210,404,1012,4418,4090,2544,2886,438,-414,618,6726,1488,-5076,-1870,5408,10864,11394,12052,6884,8146,12564,14458,16296,13616,9922,7204,6844,3914,14150,24778,28044,33360}","{0,-579,-130,-216,3991,3312,3445,4675,-1238,212,2942,12372,-2783,-15024,-1168,19479,31126,25340,30611,14843,26777,31811,46572,56777,54792,50014,52323,58377,52001,51247,50163,47571,41565}",true,-5076,33360,7786.42424,8543.95117,33360,-15024,58377,22763.63636,22773.47172,41565
7987639022,44,"{0,348,9,-272,-54,-950,-1071,-1886,-1572,-1869,-2870,-3407,-2692,-2881,-3483,-4377,-5883,-6892,-7868,-9155,-10528,-9756,-9051,-7855,-10173,-11438,-14549,-14689,-15595,-16281,-12922,-15255}","{0,137,-306,-669,-255,-1123,-787,-2055,-1374,-1550,-2352,-2424,-1743,-932,-1521,-2759,-4555,-6233,-6600,-8278,-8594,-8478,-10805,-9939,-12876,-15111,-16174,-14460,-14709,-18387,-14855,-21050}",false,-16281,348,-6403.65625,5342.71311,-15255,-21050,137,-6588.03125,6283.34105,-21050
7987638269,131,"{-250,-329,-377,135,115,917,2221,3043,2319,3118,3039,4698,5336,5638,4901,7165,8939,9087,9367,12035,8534,9317,8650,8287,7480,6314,3712,3799,3698,2911,7034}","{0,127,177,67,265,260,1290,1335,1036,1194,1633,2861,4764,4677,3976,7168,8569,8282,8979,11375,4613,6645,7125,8236,7882,6574,4260,4823,4600,2612,14212}",true,-377,12035,4866.22581,3394.32569,7034,0,14212,4503.77419,3648.78992,14212
7987637331,188,"{0,206,98,171,160,58,574,416,-178,-1268,-1475,-506,5,1296,1034,-371,-779,-1722,-3172,-3192,-3162,-2846,-912,-1417,-1531,-843,-5357,-7038,-11114,-13501,-15341,-16979,-19027,-23013}","{0,-54,-358,-127,-407,-285,447,1081,1961,1073,885,1907,2741,4281,3251,2470,1976,1466,905,1328,1461,2302,2215,-1415,-2603,-1728,-12419,-13258,-20884,-23125,-23676,-25797,-27252,-33593}",false,-23013,1296,-3844.88235,6306.03254,-23013,-33593,4281,-4565.61765,10538.18879,-33593
7987633700,115,"{150,831,1197,1300,1349,1371,509,372,2183,2510,1917,3054,4411,5047,4936,5708,5995,5893,6262,5335,1338,1289,2046,1573,2187,4042,4487,2933,1129,1098,1671,-2390,-8274,-11822,-14339,-22578}","{-70,67,42,130,312,95,-865,-1073,455,1528,991,1901,2463,3225,3596,2083,798,941,88,-579,-5048,-5520,-4516,-6374,-3949,-1937,-959,-4016,-5177,-10335,-9481,-16983,-19765,-20928,-25057,-35750}",false,-22578,6262,686.66667,5892.05575,-22578,-35750,3596,-4435.19444,8718.54115,-35750
7987631266,34,"{0,-89,-175,-472,-603,-822,-1215,-1683,-1146,-919,-165,-937,-1299,-947,-893,-2951,-4092,-4630,-5555,-7588,-6774,-4586,-5509,-7739,-9489,-14922,-16447,-18297,-19939,-20045,-20420,-16636,-18777,-19446,-20554,-18949,-21079,-21743}","{0,-44,-120,56,236,427,-721,-1513,-990,-1080,-970,-1816,-985,-396,150,-3814,-3204,-4602,-5976,-7877,-7087,-2428,-6317,-7432,-11852,-21807,-23031,-25245,-26324,-23967,-23502,-15910,-20488,-21451,-22065,-18749,-19231,-18138}",false,-21743,0,-8356.10526,8097.48950,-21743,-26324,427,-9164.81579,9441.71976,-18138
7987630764,0,"{0,-1002,-848,-1171,-1088,-1229,-1685,-1884,-1668,-1560,-969,-1006,-1396,-777,-1277,-2748,-5715,-5238,-3536,-2011,-2024,-673,-2020,-2755,-364,452,910,308,-2277,-4572,-4006,-3644,-2855,3707,9728,10903,10089,11297,14034}","{0,5,-294,-545,-904,-736,-1336,-2115,-1646,-2362,-1649,-2302,-3059,-2453,-3808,-6090,-8272,-7221,-5849,-4047,-2725,101,-1855,1175,4505,5826,6779,5700,4290,-1900,-1068,-309,686,12609,17539,16696,13303,18923,24015}",true,-5715,14034,-14.61538,4647.51299,14034,-8272,24015,1784.79487,7448.94547,24015
